1000.0 2.61275e-07 3.2e-07
1001.0 2.65771985368e-07 3.26239303837e-07
1002.0 2.70783141291e-07 3.32955809631e-07
1003.0 2.7612864153e-07 3.39948763505e-07
1004.0 2.81628659846e-07 3.47017411586e-07
1005.0 2.8710337e-07 3.53961e-07
1006.0 2.92372945752e-07 3.60578774871e-07
1007.0 2.97257560864e-07 3.66669982325e-07
1008.0 3.01577389096e-07 3.72033868488e-07
1009.0 3.05152604209e-07 3.76469679485e-07
1010.0 3.07803379964e-07 3.79776661441e-07
1011.0 3.09349890122e-07 3.81754060481e-07
1012.0 3.09612308443e-07 3.82201122732e-07
1013.0 3.0841080869e-07 3.80917094319e-07
1014.0 3.05565564622e-07 3.77701221366e-07
1015.0 3.0089675e-07 3.7235275e-07
1016.0 2.94330560575e-07 3.64790600195e-07
1017.0 2.86217280053e-07 3.55412387319e-07
1018.0 2.77013214132e-07 3.44735400593e-07
1019.0 2.67174668508e-07 3.33276929233e-07
1020.0 2.57157948877e-07 3.21554262458e-07
1021.0 2.47419360936e-07 3.10084689487e-07
1022.0 2.38415210381e-07 2.99385499537e-07
1023.0 2.30601802909e-07 2.89973981827e-07
1024.0 2.24435444217e-07 2.82367425575e-07
1025.0 2.2037244e-07 2.7708312e-07
1026.0 2.18749626809e-07 2.7450870309e-07
1027.0 2.19425964603e-07 2.74513207917e-07
1028.0 2.22140944196e-07 2.76836016321e-07
1029.0 2.266340564e-07 2.81216510144e-07
1030.0 2.32644792029e-07 2.87394071227e-07
1031.0 2.39912641895e-07 2.95108081413e-07
1032.0 2.48177096813e-07 3.04097922541e-07
1033.0 2.57177647594e-07 3.14102976454e-07
1034.0 2.66653785052e-07 3.24862624994e-07
1035.0 2.76345e-07 3.3611625e-07
1036.0 2.86016244981e-07 3.47617064604e-07
1037.0 2.95534319455e-07 3.59173607094e-07
1038.0 3.04791484616e-07 3.70608247044e-07
1039.0 3.13680001653e-07 3.81743354032e-07
1040.0 3.22092131758e-07 3.92401297632e-07
1041.0 3.29920136123e-07 4.02404447423e-07
1042.0 3.37056275938e-07 4.11575172978e-07
1043.0 3.43392812395e-07 4.19735843876e-07
1044.0 3.48822006685e-07 4.26708829691e-07
