194 302 300 302 299 303 299 303 300
195 290 302 291 302 303 297 291 301
196 299 299 301 299 304 300 301 300
197 301 300 301 299 302 300 299 300
198 301 298 301 297 300 298 302 298
199 305 296 305 297 304 296 304 297
200 301 299 301 298 300 299 300 300
201 304 301 303 301 303 302 302 301
202 303 301 303 302 302 302 301 304
203 303 300 303 301 302 300 307 292
204 301 302 301 301 301 303 300 302
205 303 297 304 297 303 298 296 300
206 297 300 298 300 297 301 296 300
207 301 300 300 300 300 299 302 300
208 302 300 302 301 303 300 303 299
209 301 305 300 305 300 304 301 304
210 302 300 301 302 302 301 301 303
211 302 301 302 302 303 301 303 302
212 294 303 293 302 293 303 294 302
213 300 300 300 299 300 301 299 300
214 301 300 302 300 300 300 301 299
215 305 302 304 301 304 302 303 301
216 307 299 308 299 307 298 308 300
217 300 298 301 298 300 297 301 299
218 302 301 302 302 302 299 302 300
219 302 299 302 298 303 299 303 298
220 303 300 303 299 302 299 302 300
221 306 301 307 301 305 301 306 300
222 302 301 303 301 302 302 301 301
223 302 300 302 299 303 300 303 299
224 302 300 302 301 302 299 302 298
225 302 301 301 301 302 300 301 300
226 301 299 301 298 301 300 302 303
227 303 305 304 305 303 304 304 306
228 304 299 301 298 305 299 304 304
229 301 300 301 301 302 301 302 300
230 303 298 302 300 302 299 304 299
231 303 302 302 301 304 302 303 301
232 313 291 312 291 315 291 312 295
233 302 299 302 300 303 299 303 300
234 301 300 302 300 301 301 300 300
235 299 301 299 300 300 300 298 301
236 302 297 302 299 302 300 302 298
237 303 298 304 299 303 299 304 298
238 301 298 301 297 301 299 302 298
239 300 299 301 299 300 300 300 298
240 299 300 299 301 298 300 298 301
241 303 299 302 299 303 300 302 300
242 295 303 294 303 294 302 295 302
243 302 303 302 304 303 302 303 303
244 303 300 302 300 303 301 302 301
245 296 299 295 299 300 298 300 299
246 295 300 295 301 300 299 294 300
247 301 300 302 299 301 299 302 300
248 298 305 297 305 297 306 298 306
249 297 296 298 296 298 297 297 297
250 298 300 297 301 297 300 298 295
251 300 297 300 296 301 297 299 297
252 303 301 302 300 302 301 304 302
253 302 300 303 300 302 299 302 301
254 304 295 304 296 304 294 305 295
255 306 299 305 299 307 299 306 298
256 302 302 301 300 303 302 303 303
257 305 296 305 297 304 296 304 297
258 301 298 302 299 302 298 303 299
259 301 301 302 298 300 301 303 298
260 302 302 302 301 300 300 302 300
261 301 299 302 298 300 300 300 299
262 303 298 306 299 305 298 305 299
263 300 300 299 301 299 300 300 301
264 301 299 302 299 303 298 302 298
265 300 301 301 301 301 300 302 300
266 301 301 302 300 303 299 301 300
267 303 301 303 300 304 301 303 302
268 304 300 304 299 305 299 305 300
269 301 295 302 295 301 296 298 299
270 303 300 303 301 302 300 302 301
271 301 301 302 300 301 300 300 302
272 309 303 310 302 311 303 311 302
273 300 300 299 300 299 299 300 299
274 302 299 302 298 303 298 303 299
275 303 299 303 300 302 299 304 299
276 307 303 305 298 306 298 307 299
277 298 305 298 304 299 305 299 304
278 291 293 291 292 292 293 292 292
279 301 302 302 301 300 302 301 301
280 301 299 301 298 300 298 300 297
281 302 300 302 301 301 300 301 301
282 297 296 297 295 296 295 296 296
283 303 299 304 299 299 300 298 298
284 302 297 302 296 301 296 303 297
285 305 311 305 312 301 292 306 311
286 305 302 305 301 306 302 304 302
287 301 296 300 296 302 297 301 297
288 301 301 300 301 301 300 301 302
289 301 299 300 299 301 300 300 300
290 305 304 304 304 306 304 304 303
291 299 298 298 298 297 299 296 299
292 301 299 301 298 300 298 300 299
293 301 300 301 301 300 300 302 300
294 302 300 303 300 302 301 301 300
295 303 302 303 301 307 298 302 303
296 299 299 300 299 300 300 300 298
297 301 299 300 299 300 300 301 298
298 305 296 322 298 305 295 303 297
299 297 305 296 305 297 304 301 296
300 299 299 299 300 300 299 300 300
301 301 297 300 303 300 302 299 303
