0 296 307 296 306 297 307 295 307
1 313 306 313 307 312 306 309 302
2 302 312 299 312 303 312 302 311
3 310 304 310 305 309 304 311 304
4 303 302 303 303 304 302 304 303
5 306 297 306 296 305 297 307 296
6 303 303 302 303 303 304 303 302
7 318 287 317 287 318 288 336 287
8 304 300 304 299 305 299 305 300
9 310 314 310 313 310 315 311 317
10 313 301 313 300 312 301 312 300
11 298 301 298 302 297 302 299 302
12 284 303 299 293 300 292 301 291
13 293 303 293 302 294 302 292 303
14 303 308 303 309 302 308 302 309
15 304 297 302 301 300 305 302 305
16 300 299 299 299 300 298 301 298
17 302 306 298 300 299 302 303 306
18 302 298 301 298 301 297 302 297
19 296 297 296 296 295 297 297 296
20 310 300 311 300 311 301 312 301
21 299 300 298 300 298 299 299 301
22 299 297 299 298 298 297 298 298
23 302 299 301 299 302 300 301 300
24 303 297 303 298 302 298 302 297
25 303 300 303 299 304 300 304 299
26 299 304 300 303 299 303 300 304
27 298 302 297 302 298 301 299 302
28 302 304 311 299 302 305 303 304
29 301 303 301 302 302 303 301 304
30 301 303 302 302 302 303 304 299
31 303 302 304 302 303 303 303 301
32 302 303 303 302 303 303 302 302
33 299 297 299 296 300 297 298 295
34 302 301 302 300 303 299 303 300
35 302 299 302 298 301 299 303 299
36 302 299 301 299 302 300 301 300
37 302 298 302 297 303 297 303 298
38 302 298 302 297 299 297 301 299
39 303 301 303 302 302 302 302 301
40 305 295 305 296 305 294 306 295
41 300 302 299 302 300 301 299 303
42 300 299 299 299 300 298 301 298
43 301 299 301 298 300 299 300 298
44 306 297 305 297 305 298 306 298
45 295 297 294 296 296 297 296 298
46 304 297 304 298 305 297 303 298
47 302 299 302 300 303 299 301 299
48 304 299 306 300 305 299 305 300
49 303 301 303 300 304 301 302 300
50 296 295 297 295 295 296 308 304
51 305 299 305 298 304 299 304 298
52 302 305 302 306 301 304 301 305
53 302 299 301 299 300 299 303 299
54 302 295 302 294 302 296 301 295
55 301 306 301 305 300 306 300 305
56 298 300 298 301 299 300 299 299
57 301 295 300 295 300 294 301 294
58 312 299 311 299 311 300 313 299
59 301 298 300 298 301 297 300 297
60 303 295 303 294 303 296 304 295
61 302 298 302 297 303 298 303 297
62 306 300 307 300 305 299 305 300
63 304 304 305 304 305 303 304 302
64 300 293 299 292 297 294 297 295
65 306 293 307 292 306 292 305 294
66 299 301 300 299 300 301 301 300
67 301 300 301 301 302 301 300 301
68 300 297 300 298 300 300 299 297
69 310 286 310 285 299 299 311 285
70 302 299 302 300 301 299 301 300
71 300 298 300 299 299 298 301 298
72 299 302 304 298 300 302 307 299
73 300 301 300 300 299 300 299 299
74 301 300 301 299 300 299 300 300
75 302 300 301 300 301 301 303 299
76 301 302 300 302 300 301 301 301
77 298 298 299 298 298 297 301 298
78 300 300 299 300 301 300 300 301
79 302 296 303 296 302 297 303 295
80 301 299 300 299 300 300 311 296
81 309 302 308 302 309 301 308 301
82 300 298 301 298 300 299 301 299
83 298 301 298 302 297 301 297 302
84 305 301 304 301 302 296 301 297
85 297 297 294 296 296 297 295 296
86 303 301 303 302 303 303 304 303
87 301 297 298 294 301 296 300 298
88 292 302 292 303 294 301 297 297
89 301 300 303 299 302 300 302 299
90 300 307 300 305 300 306 299 307
91 303 300 302 301 302 300 303 301
92 301 302 302 302 301 303 302 301
93 302 299 302 300 303 299 303 300
94 291 302 290 302 303 299 302 300
95 298 298 301 299 302 300 299 298
96 301 299 299 300 301 300 302 300
97 301 298 301 297 300 298 300 299
98 305 296 304 296 305 297 304 297
99 301 299 300 299 301 298 300 300
100 303 301 304 301 303 302 302 302
101 296 307 296 306 297 307 295 307
102 313 306 313 307 312 306 309 302
103 302 312 299 312 303 312 302 311
104 310 304 310 305 309 304 311 304
105 303 302 303 303 304 302 304 303
106 306 297 306 296 305 297 307 296
107 303 303 302 303 303 304 303 302
108 318 287 317 287 318 288 336 287
109 304 300 304 299 305 299 305 300
110 310 314 310 313 310 315 311 317
111 313 301 313 300 312 301 312 300
112 298 301 298 302 297 302 299 302
113 284 303 299 293 300 292 301 291
114 293 303 293 302 294 302 292 303
115 303 308 303 309 302 308 302 309
116 304 297 302 301 300 305 302 305
117 300 299 299 299 300 298 301 298
118 302 306 298 300 299 302 303 306
119 302 298 301 298 301 297 302 297
120 296 297 296 296 295 297 297 296
121 310 300 311 300 311 301 312 301
122 299 300 298 300 298 299 299 301
123 299 297 299 298 298 297 298 298
124 302 299 301 299 302 300 301 300
125 303 297 303 298 302 298 302 297
126 303 300 303 299 304 300 304 299
127 299 304 300 303 299 303 300 304
128 298 302 297 302 298 301 299 302
129 302 304 311 299 302 305 303 304
130 301 303 301 302 302 303 301 304
131 301 303 302 302 302 303 304 299
132 303 302 304 302 303 303 303 301
133 302 303 303 302 303 303 302 302
134 299 297 299 296 300 297 298 295
135 302 301 302 300 303 299 303 300
